,ID,User,Tweet,Date,Hashtags,target
406,1526925142852571136,foxsam13f,For those who are feeling down right now. Lucky you see this! Just wanted to let yall know im here for anyone who needs me and dm me if you need any form of help! I gladly would put in the effort to help ya! #furry #helpinghand #depression #anxiety or anything. Just dm me. ILY &lt;3,2022-05-18 13:58:17+00:00,"[{'text': 'furry', 'indices': [208, 214]}, {'text': 'helpinghand', 'indices': [215, 227]}, {'text': 'depression', 'indices': [228, 239]}, {'text': 'anxiety', 'indices': [240, 248]}]",1
407,1526924896839901184,AceSpaceLegend,"The relief when you finally answered all your messages in a bad phase of depressions❤‍🔥🖤

#depression #mentalhealth #MentalHealthMatters",2022-05-18 13:57:18+00:00,"[{'text': 'depression', 'indices': [90, 101]}, {'text': 'mentalhealth', 'indices': [102, 115]}, {'text': 'MentalHealthMatters', 'indices': [116, 136]}]",1
408,1526924693458100225,AwakeningsSoCal,"WHAT'S #ANHEDONIA? When drug use is stopped, the body goes through a period of withdrawal. A common withdrawal symptom is #depression, which interferes with the ability to feel pleasure. Best treatments include talk therapy or depression medications. Read: https://t.co/OZpp3BSr5X https://t.co/ffLZEDwTvb",2022-05-18 13:56:30+00:00,"[{'text': 'ANHEDONIA', 'indices': [7, 17]}, {'text': 'depression', 'indices': [122, 133]}]",1
409,1526924686399262720,Abigailras01,"THE ROAD BETWEEN

The Other Side of Sad

🌻 It's not like you wake up one day and all the pain is gone. 
It’s more like each day the ache moves over and there is a little more space to give to happiness and laughter and sunshine. 🌻 

#quote #book #poetry #Happiness #depression",2022-05-18 13:56:28+00:00,"[{'text': 'quote', 'indices': [233, 239]}, {'text': 'book', 'indices': [240, 245]}, {'text': 'poetry', 'indices': [246, 253]}, {'text': 'Happiness', 'indices': [254, 264]}, {'text': 'depression', 'indices': [265, 276]}]",1
410,1526924581830811651,docapc,There is a significant correlation between toxic leadership and depression in employees. #depression #work #leaders #toxicity #fear #bullying https://t.co/NUUIhccbTJ,2022-05-18 13:56:03+00:00,"[{'text': 'depression', 'indices': [89, 100]}, {'text': 'work', 'indices': [101, 106]}, {'text': 'leaders', 'indices': [107, 115]}, {'text': 'toxicity', 'indices': [116, 125]}, {'text': 'fear', 'indices': [126, 131]}, {'text': 'bullying', 'indices': [132, 141]}]",1
411,1526923630000603137,SteveKillick90,"Felt so good going for a walk earlier.

Exercise is so good for the overall health.

Can't wait to get back into my running sessions in 2 weeks time.

Bit of sun did the world of good

❤️
#fitness #mentalhealth #walking #outdoors #gay #lgbt #depression #grief #charity #Oxford https://t.co/zxc9VnkH54",2022-05-18 13:52:16+00:00,"[{'text': 'fitness', 'indices': [188, 196]}, {'text': 'mentalhealth', 'indices': [197, 210]}, {'text': 'walking', 'indices': [211, 219]}, {'text': 'outdoors', 'indices': [220, 229]}, {'text': 'gay', 'indices': [230, 234]}, {'text': 'lgbt', 'indices': [235, 240]}, {'text': 'depression', 'indices': [241, 252]}, {'text': 'grief', 'indices': [253, 259]}, {'text': 'charity', 'indices': [260, 268]}, {'text': 'Oxford', 'indices': [269, 276]}]",1
412,1526923258511167493,OPISGLOBAL,"In Europe #depression affects around 40 million people. US adults aged 18 or older had at least one major depressive episode with severe impairment in the past year. Across APAC, rates of major depression ranged from 1.3% to 5.5%. #Psychology #Psichiatry
https://t.co/TOGsMmbpRn https://t.co/qpFC2KHAU5",2022-05-18 13:50:48+00:00,"[{'text': 'depression', 'indices': [10, 21]}, {'text': 'Psychology', 'indices': [231, 242]}, {'text': 'Psichiatry', 'indices': [243, 254]}]",1
413,1526922930428461059,dairinkeating,"I remember the first time I heard @Audioslave and the track #cochise I was absolutely blown away.

One of top 10 albums of all time.

https://t.co/hj3uHwnGl5

#audioslave
#ChrisCornell 
#mentalhealth 
#depression",2022-05-18 13:49:30+00:00,"[{'text': 'cochise', 'indices': [60, 68]}, {'text': 'audioslave', 'indices': [159, 170]}, {'text': 'ChrisCornell', 'indices': [171, 184]}, {'text': 'mentalhealth', 'indices': [186, 199]}, {'text': 'depression', 'indices': [201, 212]}]",1
414,1526922763730141185,CRG_,Curebase and Flow Neuroscience launch clinical trial to test at-home headset for depression #Pharma #Rx #ClinicalTrial #Depression https://t.co/epHm1MqZJj,2022-05-18 13:48:50+00:00,"[{'text': 'Pharma', 'indices': [92, 99]}, {'text': 'Rx', 'indices': [100, 103]}, {'text': 'ClinicalTrial', 'indices': [104, 118]}, {'text': 'Depression', 'indices': [119, 130]}]",1
415,1526922614283055105,medicaldialogs,Statins may have protective role against depression @BiologicalPsyc1 #statins #drugresearch #depression #cholesterol #heartattack #stroke #strokeprevention #mentalhealth #psychiatricdisorders #SARS-CoV-2 https://t.co/ryXl5F61pu,2022-05-18 13:48:14+00:00,"[{'text': 'statins', 'indices': [69, 77]}, {'text': 'drugresearch', 'indices': [78, 91]}, {'text': 'depression', 'indices': [92, 103]}, {'text': 'cholesterol', 'indices': [104, 116]}, {'text': 'heartattack', 'indices': [117, 129]}, {'text': 'stroke', 'indices': [130, 137]}, {'text': 'strokeprevention', 'indices': [138, 155]}, {'text': 'mentalhealth', 'indices': [156, 169]}, {'text': 'psychiatricdisorders', 'indices': [170, 191]}, {'text': 'SARS', 'indices': [192, 197]}]",1
416,1526922525422374912,Jessupja,What have you done @BarnesNext or is the Corporation still lacking in #EmotionalIntelligence #barnesnext #PTSD #anxiety #depression #bullying #mopping #trolls @julie #Lies #harassment @WSJ @Julie @NancyCooperNYC @NYSE @andreaapetersen @WFMH_Official #MentalHealthAwarenessMonth https://t.co/6SxV6sU9ze,2022-05-18 13:47:53+00:00,"[{'text': 'EmotionalIntelligence', 'indices': [70, 92]}, {'text': 'barnesnext', 'indices': [93, 104]}, {'text': 'PTSD', 'indices': [105, 110]}, {'text': 'anxiety', 'indices': [111, 119]}, {'text': 'depression', 'indices': [120, 131]}, {'text': 'bullying', 'indices': [132, 141]}, {'text': 'mopping', 'indices': [142, 150]}, {'text': 'trolls', 'indices': [151, 158]}, {'text': 'Lies', 'indices': [166, 171]}, {'text': 'harassment', 'indices': [172, 183]}, {'text': 'MentalHealthAwarenessMonth', 'indices': [250, 277]}]",1
417,1526922465825505286,kathleenhessert,"Isolation aggravates feeling of helplessness for #GenZ and the elderly. Are we doing enough? I’m asking YOU! 

 In this Future View, students discuss the rise in #depression and #anxiety of the past years.
#mentalhealth ⁦@WeRGenZ⁩  https://t.co/akzmrvlvVu",2022-05-18 13:47:39+00:00,"[{'text': 'GenZ', 'indices': [49, 54]}, {'text': 'depression', 'indices': [162, 173]}, {'text': 'anxiety', 'indices': [178, 186]}, {'text': 'mentalhealth', 'indices': [206, 219]}]",1
418,1526922429007798274,DrReginaKoepp,"Close to 30% of older Americans are living with #diabetes and are twice as likely to have #depression.

Learn the facts about diabetes and depression and effective #mentalhealth treatments.

Listen for free. Subscribe to get #CEUs!

#psychology #agewell

https://t.co/QAkWdOyLJn https://t.co/KuoY1L16Pk",2022-05-18 13:47:30+00:00,"[{'text': 'diabetes', 'indices': [48, 57]}, {'text': 'depression', 'indices': [90, 101]}, {'text': 'mentalhealth', 'indices': [164, 177]}, {'text': 'CEUs', 'indices': [225, 230]}, {'text': 'psychology', 'indices': [233, 244]}, {'text': 'agewell', 'indices': [245, 253]}]",1
419,1526922263835967489,theproducemoms,"Today's Podcast is LIVE! #MindYourMelon with @MoniqueAucoinND is available now on all #podcast platforms! #MentalHealthAwarenessMonth episodes continue today with insights on #food #depression #anxiety #Mentalhealth #MentalHealthMonth 

https://t.co/sFRXzFc6fG",2022-05-18 13:46:51+00:00,"[{'text': 'MindYourMelon', 'indices': [25, 39]}, {'text': 'podcast', 'indices': [86, 94]}, {'text': 'MentalHealthAwarenessMonth', 'indices': [106, 133]}, {'text': 'food', 'indices': [175, 180]}, {'text': 'depression', 'indices': [181, 192]}, {'text': 'anxiety', 'indices': [193, 201]}, {'text': 'Mentalhealth', 'indices': [202, 215]}, {'text': 'MentalHealthMonth', 'indices': [216, 234]}]",1
