,ID,User,Tweet,Date,Hashtags,target
0,1527078882431512576,reverse_factor,"Thought for the day 💡
.
Join our WhatsApp group for more such health tips
Link -https://t.co/aFgokeoQV5
.
#stress #gratitude #emotion #emotional #emotionalquote #inspirational #inspirationalquotes #powerofmind #anxiety #depression #stayactive #fitness #active #motivation https://t.co/XVpSH0FFsx",2022-05-19 00:09:11+00:00,"[{'text': 'stress', 'indices': [106, 113]}, {'text': 'gratitude', 'indices': [114, 124]}, {'text': 'emotion', 'indices': [125, 133]}, {'text': 'emotional', 'indices': [134, 144]}, {'text': 'emotionalquote', 'indices': [145, 160]}, {'text': 'inspirational', 'indices': [161, 175]}, {'text': 'inspirationalquotes', 'indices': [176, 196]}, {'text': 'powerofmind', 'indices': [197, 209]}, {'text': 'anxiety', 'indices': [210, 218]}, {'text': 'depression', 'indices': [219, 230]}, {'text': 'stayactive', 'indices': [231, 242]}, {'text': 'fitness', 'indices': [243, 251]}, {'text': 'active', 'indices': [252, 259]}, {'text': 'motivation', 'indices': [260, 271]}]",1
1,1527077867913367552,tbcblokes,"Quote Of The Day
#mentalhealth #mentalhealthawareness #selfcare #love #anxiety #mentalhealthmatters #depression #mindfulness #wellness #life #loveyourself #inspiration #therapy #happiness #positivity #positivevibes #mindset #quotes #meditation #mentalillness #wellbeing https://t.co/zKZFrD0Wuz",2022-05-19 00:05:10+00:00,"[{'text': 'mentalhealth', 'indices': [17, 30]}, {'text': 'mentalhealthawareness', 'indices': [31, 53]}, {'text': 'selfcare', 'indices': [54, 63]}, {'text': 'love', 'indices': [64, 69]}, {'text': 'anxiety', 'indices': [70, 78]}, {'text': 'mentalhealthmatters', 'indices': [79, 99]}, {'text': 'depression', 'indices': [100, 111]}, {'text': 'mindfulness', 'indices': [112, 124]}, {'text': 'wellness', 'indices': [125, 134]}, {'text': 'life', 'indices': [135, 140]}, {'text': 'loveyourself', 'indices': [141, 154]}, {'text': 'inspiration', 'indices': [155, 167]}, {'text': 'therapy', 'indices': [168, 176]}, {'text': 'happiness', 'indices': [177, 187]}, {'text': 'positivity', 'indices': [188, 199]}, {'text': 'positivevibes', 'indices': [200, 214]}, {'text': 'mindset', 'indices': [215, 223]}, {'text': 'quotes', 'indices': [224, 231]}, {'text': 'meditation', 'indices': [232, 243]}, {'text': 'mentalillness', 'indices': [244, 258]}, {'text': 'wellbeing', 'indices': [259, 269]}]",1
2,1527076764882718720,PoojaGudka,5 Ways To Deal With Depression Naturally #mentalhealth #mentalhealthawareness #mentalhealthawarenessmonth #depression #wordpress https://t.co/2PSA7ZFyKF,2022-05-19 00:00:47+00:00,"[{'text': 'mentalhealth', 'indices': [41, 54]}, {'text': 'mentalhealthawareness', 'indices': [55, 77]}, {'text': 'mentalhealthawarenessmonth', 'indices': [78, 105]}, {'text': 'depression', 'indices': [106, 117]}, {'text': 'wordpress', 'indices': [118, 128]}]",1
3,1527076626042847232,UseTogetherAI,"Just enjoy the journey of this so-called LIFE.

#family #familyapp #parents #parenting #mentalhealth #mentalhealthawareness #mentalhealthmatters #togetherai #togetheraiapp #app #anxiety #depression #wellbeing #rules #life https://t.co/MdaYDQI2gl",2022-05-19 00:00:14+00:00,"[{'text': 'family', 'indices': [48, 55]}, {'text': 'familyapp', 'indices': [56, 66]}, {'text': 'parents', 'indices': [67, 75]}, {'text': 'parenting', 'indices': [76, 86]}, {'text': 'mentalhealth', 'indices': [87, 100]}, {'text': 'mentalhealthawareness', 'indices': [101, 123]}, {'text': 'mentalhealthmatters', 'indices': [124, 144]}, {'text': 'togetherai', 'indices': [145, 156]}, {'text': 'togetheraiapp', 'indices': [157, 171]}, {'text': 'app', 'indices': [172, 176]}, {'text': 'anxiety', 'indices': [177, 185]}, {'text': 'depression', 'indices': [186, 197]}, {'text': 'wellbeing', 'indices': [198, 208]}, {'text': 'rules', 'indices': [209, 215]}, {'text': 'life', 'indices': [216, 221]}]",1
4,1527076575887233025,IAMclothing_us,"""I feel overwhelmed and my #depression leads me into darkness"" - Dorothy Hamill

#quote #mentalhealth https://t.co/kgQU8zgl6L",2022-05-19 00:00:02+00:00,"[{'text': 'depression', 'indices': [27, 38]}, {'text': 'quote', 'indices': [81, 87]}, {'text': 'mentalhealth', 'indices': [88, 101]}]",1
5,1527076070893137922,RockyviewMed,"Ask you doctor Rockyview Medical Clinic about annual mental health check. Call #now to book your #annual appointment @4036635974 or book Online Rockyview Medical Clinic.
#MentalHealthMatters #Mentalhealth #mentalwellness #annualcheckup #depression Life Support Mental Health Check https://t.co/oqUsDudEXf",2022-05-18 23:58:01+00:00,"[{'text': 'now', 'indices': [79, 83]}, {'text': 'annual', 'indices': [97, 104]}, {'text': 'MentalHealthMatters', 'indices': [170, 190]}, {'text': 'Mentalhealth', 'indices': [191, 204]}, {'text': 'mentalwellness', 'indices': [205, 220]}, {'text': 'annualcheckup', 'indices': [221, 235]}, {'text': 'depression', 'indices': [236, 247]}]",1
6,1527075837585018880,CCAceliac,"Q: Is there a link between #lowiron and #anemia and increased #anxiety and #depression? A: I cannot speak to the research, but if you are feeling miserable and are experiencing a low quality of life, I think this would certainly make you feel more anxious and down. #iron #celiac",2022-05-18 23:57:06+00:00,"[{'text': 'lowiron', 'indices': [27, 35]}, {'text': 'anemia', 'indices': [40, 47]}, {'text': 'anxiety', 'indices': [62, 70]}, {'text': 'depression', 'indices': [75, 86]}, {'text': 'iron', 'indices': [266, 271]}, {'text': 'celiac', 'indices': [272, 279]}]",1
7,1527075323879342080,trade_2022,"#anointednutritionsmile #womans 
#stress #stressfree #depression 
#anxiety #mentalhealth #nutrition 
Anointed Nutrition Smile 
Stop Depression, Stress, Anxiety 
Is Time to Finish the Dark Cloud of Stress and
Anxiety Hanging over Women's Heads.
👉👉  https://t.co/uNSfwPX9eH  👈👈 https://t.co/4OtgYK72F7",2022-05-18 23:55:03+00:00,"[{'text': 'anointednutritionsmile', 'indices': [0, 23]}, {'text': 'womans', 'indices': [24, 31]}, {'text': 'stress', 'indices': [33, 40]}, {'text': 'stressfree', 'indices': [41, 52]}, {'text': 'depression', 'indices': [53, 64]}, {'text': 'anxiety', 'indices': [66, 74]}, {'text': 'mentalhealth', 'indices': [75, 88]}, {'text': 'nutrition', 'indices': [89, 99]}]",1
8,1527075118807146496,trade_2022,"#anointednutritionsmile #womans 
#stress #stressfree #depression 
#anxiety #mentalhealth #nutrition 
Anointed Nutrition Smile 
Stop Depression, Stress, Anxiety 
Is Time to Finish the Dark Cloud of Stress and
Anxiety Hanging over Women's Heads.
👉👉  https://t.co/uNSfwPX9eH  👈👈 https://t.co/YYLeIuKceG",2022-05-18 23:54:14+00:00,"[{'text': 'anointednutritionsmile', 'indices': [0, 23]}, {'text': 'womans', 'indices': [24, 31]}, {'text': 'stress', 'indices': [33, 40]}, {'text': 'stressfree', 'indices': [41, 52]}, {'text': 'depression', 'indices': [53, 64]}, {'text': 'anxiety', 'indices': [66, 74]}, {'text': 'mentalhealth', 'indices': [75, 88]}, {'text': 'nutrition', 'indices': [89, 99]}]",1
9,1527074891761057792,trade_2022,"#anointednutritionsmile #womans 
#stress #stressfree #depression 
#anxiety #mentalhealth #nutrition 
Anointed Nutrition Smile 
Stop Depression, Stress, Anxiety 
Is Time to Finish the Dark Cloud of Stress and
Anxiety Hanging over Women's Heads.
👉👉  https://t.co/uNSfwPX9eH  👈👈 https://t.co/OU6y4EA4kf",2022-05-18 23:53:20+00:00,"[{'text': 'anointednutritionsmile', 'indices': [0, 23]}, {'text': 'womans', 'indices': [24, 31]}, {'text': 'stress', 'indices': [33, 40]}, {'text': 'stressfree', 'indices': [41, 52]}, {'text': 'depression', 'indices': [53, 64]}, {'text': 'anxiety', 'indices': [66, 74]}, {'text': 'mentalhealth', 'indices': [75, 88]}, {'text': 'nutrition', 'indices': [89, 99]}]",1
